ID,Name,FullName,Age,Height,Weight,PhotoUrl,Nationality,Overall,Potential,Growth,TotalStats,BaseStats,Positions,BestPosition,Club,ValueEUR,WageEUR,ReleaseClause,ClubPosition,ContractUntil,ClubNumber,ClubJoined,OnLoad,NationalTeam,NationalPosition,NationalNumber,PreferredFoot,IntReputation,WeakFoot,SkillMoves,AttackingWorkRate,DefensiveWorkRate,PaceTotal,ShootingTotal,PassingTotal,DribblingTotal,DefendingTotal,PhysicalityTotal,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,STRating,LWRating,LFRating,CFRating,RFRating,RWRating,CAMRating,LMRating,CMRating,RMRating,LWBRating,CDMRating,RWBRating,LBRating,CBRating,RBRating,GKRating,ID_to_Age_ratio,ID_to_Height_ratio,ID_to_Weight_ratio,ID_to_Overall_ratio,Age_to_Height_ratio,Age_to_Weight_ratio,Age_to_Overall_ratio,Height_to_Weight_ratio,Height_to_Overall_ratio,Weight_to_Overall_ratio
230621,G. Donnarumma,Gianluigi Donnarumma,23,196,90,https://cdn.sofifa.net/players/230/621/23_60.png,Italy,88,92,4,1375,478,GK,GK,Paris Saint-Germain,103500000,110000,199200000,GK,2026.0,99.0,2021,False,Italy,GK,21.0,Right,3,3,1,Medium,Medium,90,83,79,89,52,85,12,12,12,36,8,28,12,14,34,30,50,55,64,85,38,59,72,34,72,18,30,26,14,60,24,65,20,14,16,90,83,79,85,89,37,34,36,36,36,34,41,38,40,38,34,37,34,34,34,34,89,10027.0,1176.6377551020407,2562.4555555555557,2620.693181818182,0.11734693877551021,0.25555555555555554,0.26136363636363635,2.1777777777777776,2.227272727272727,1.0227272727272727
218667,Bernardo Silva,Bernardo Mota Carvalho e Silva,27,173,64,https://cdn.sofifa.net/players/218/667/23_60.png,Portugal,88,88,0,2185,460,"CAM,CM",CAM,Manchester City,97500000,260000,180400000,RW,2025.0,20.0,2017,False,Portugal,CM,10.0,Left,2,3,4,High,High,77,78,84,92,61,68,85,79,51,89,78,92,85,67,77,91,84,71,94,87,92,79,51,93,54,78,75,60,83,85,68,90,59,71,53,9,10,14,12,9,80,86,84,84,84,86,88,88,86,88,79,77,79,75,67,75,21,8098.777777777777,1263.971098265896,3416.671875,2484.8522727272725,0.15606936416184972,0.421875,0.3068181818181818,2.703125,1.9659090909090908,0.7272727272727273
210514,João Cancelo,João Pedro Cavaco Cancelo,28,182,74,https://cdn.sofifa.net/players/210/514/23_60.png,Portugal,88,88,0,2262,482,"LB,RB",LB,Manchester City,82500000,250000,152600000,LB,2027.0,7.0,2019,False,Portugal,RB,20.0,Right,3,4,4,High,Medium,85,73,85,85,81,73,88,69,72,88,62,86,87,69,79,87,86,84,79,85,78,80,72,91,62,79,76,82,81,85,52,86,81,84,80,6,9,15,14,14,81,84,83,83,83,84,87,88,87,88,88,86,88,87,82,87,22,7518.357142857143,1156.6703296703297,2844.7837837837837,2392.2045454545455,0.15384615384615385,0.3783783783783784,0.3181818181818182,2.4594594594594597,2.0681818181818183,0.8409090909090909
207865,Marquinhos,Marcos Aoás Corrêa,28,183,75,https://cdn.sofifa.net/players/207/865/23_60.png,Brazil,88,90,2,2082,453,CB,CB,Paris Saint-Germain,92000000,170000,177100000,CB,2024.0,5.0,2013,False,Not in team,,,Right,3,3,3,Medium,High,79,56,75,74,89,80,68,59,88,84,35,69,58,32,85,79,77,81,68,88,66,65,92,82,78,45,81,89,70,76,52,86,90,89,89,6,6,12,10,13,75,73,73,73,73,73,78,79,82,79,86,88,86,87,90,87,21,7423.75,1135.8743169398906,2771.5333333333333,2362.1022727272725,0.15300546448087432,0.37333333333333335,0.3181818181818182,2.44,2.0795454545454546,0.8522727272727273
193041,K. Navas,Keylor Navas,35,185,80,https://cdn.sofifa.net/players/193/041/23_60.png,Costa Rica,88,88,0,1428,478,GK,GK,Paris Saint-Germain,10000000,85000,18500000,SUB,2024.0,1.0,2019,False,Not in team,,,Right,3,3,1,Medium,Medium,89,84,75,89,54,87,11,15,11,40,11,24,21,15,37,30,54,53,60,85,61,56,74,39,75,13,32,22,16,68,25,67,28,14,14,89,84,75,87,89,37,35,37,37,37,35,43,40,42,40,35,39,35,34,35,34,88,5515.457142857143,1043.464864864865,2413.0125,2193.6477272727275,0.1891891891891892,0.4375,0.3977272727272727,2.3125,2.102272727272727,0.9090909090909091
192448,M. ter Stegen,Marc-André ter Stegen,30,187,85,https://cdn.sofifa.net/players/192/448/23_60.png,Germany,88,89,1,1443,480,GK,GK,FC Barcelona,68500000,210000,145600000,GK,2025.0,1.0,2014,False,Germany,SUB,12.0,Right,4,4,1,Medium,Medium,86,85,87,90,47,85,18,14,11,61,14,21,18,12,63,30,45,50,39,85,43,65,79,35,78,10,43,22,11,70,25,70,25,13,10,86,85,87,85,90,38,35,38,38,38,35,45,42,48,42,36,44,36,34,36,34,89,6414.933333333333,1029.1336898395723,2264.0941176470587,2186.909090909091,0.16042780748663102,0.35294117647058826,0.3409090909090909,2.2,2.125,0.9659090909090909
182521,T. Kroos,Toni Kroos,32,183,76,https://cdn.sofifa.net/players/182/521/23_60.png,Germany,88,88,0,2147,444,CM,CM,Real Madrid CF,72000000,310000,147600000,CM,2023.0,8.0,2014,False,Not in team,,,Right,4,5,3,Medium,Medium,53,81,90,81,71,68,88,77,58,93,82,80,86,84,93,88,55,52,63,90,71,89,32,75,72,86,60,80,76,89,73,88,71,73,60,10,11,13,7,10,80,80,81,81,81,80,86,84,88,84,80,84,80,77,74,77,22,5703.78125,997.3825136612022,2401.592105263158,2074.1022727272725,0.17486338797814208,0.42105263157894735,0.36363636363636365,2.4078947368421053,2.0795454545454546,0.8636363636363636
177003,L. Modrić,Luka Modrić,36,172,66,https://cdn.sofifa.net/players/177/003/23_60.png,Croatia,88,88,0,2257,464,CM,CM,Real Madrid CF,29000000,230000,59500000,CM,2023.0,10.0,2012,False,Croatia,CM,10.0,Right,4,4,4,Medium,Medium,73,76,89,88,72,66,86,72,55,91,76,85,85,78,92,90,76,70,91,88,92,79,67,83,58,82,62,80,78,90,82,92,70,75,72,13,9,7,14,9,79,83,82,82,82,83,88,87,88,87,84,84,84,82,75,82,22,4916.75,1029.0872093023256,2681.8636363636365,2011.3977272727273,0.20930232558139536,0.5454545454545454,0.4090909090909091,2.606060606060606,1.9545454545454546,0.75
205452,A. Rüdiger,Antonio Rüdiger,29,190,85,https://cdn.sofifa.net/players/205/452/23_60.png,Germany,87,88,1,2011,444,CB,CB,Real Madrid CF,73500000,250000,156200000,CB,2026.0,22.0,2022,False,Germany,CB,2.0,Right,2,3,2,High,High,82,53,71,67,86,85,68,40,82,80,34,64,50,56,78,72,72,91,56,85,50,77,84,71,90,67,92,84,49,61,40,78,88,87,84,14,15,10,12,8,69,67,67,67,67,67,69,71,74,71,81,83,81,83,88,83,22,7084.551724137931,1081.3263157894737,2417.0823529411764,2361.5172413793102,0.15263157894736842,0.3411764705882353,0.3333333333333333,2.235294117647059,2.1839080459770117,0.9770114942528736
231866,Rodri,Rodrigo Hernández Cascante,26,191,82,https://cdn.sofifa.net/players/231/866/23_60.png,Spain,87,89,2,2133,454,CDM,CDM,Manchester City,88500000,200000,170400000,CDM,2027.0,16.0,2019,False,Spain,SUB,16.0,Right,3,4,3,Medium,High,58,72,78,79,83,84,63,64,80,86,59,78,65,61,83,85,54,62,65,82,65,89,72,88,84,82,82,83,75,83,46,85,84,86,78,10,10,7,14,8,79,74,77,77,77,74,82,79,86,79,82,87,82,82,85,82,21,8917.923076923076,1213.958115183246,2827.6341463414633,2665.1264367816093,0.13612565445026178,0.3170731707317073,0.2988505747126437,2.3292682926829267,2.1954022988505746,0.9425287356321839
209499,Fabinho,Fábio Henrique Tavares,28,188,78,https://cdn.sofifa.net/players/209/499/23_60.png,Brazil,87,88,1,2165,459,"CDM,CB",CDM,Liverpool,77000000,185000,148200000,CDM,2026.0,3.0,2018,False,Not in team,,,Right,3,2,3,Medium,High,66,69,78,77,86,83,75,63,75,84,47,78,71,53,82,81,64,68,63,86,64,81,75,88,81,70,85,88,70,76,90,85,86,88,86,13,12,6,8,8,77,75,75,75,75,75,79,80,84,80,85,88,85,85,87,85,21,7482.107142857143,1114.3563829787233,2685.8846153846152,2408.0344827586205,0.14893617021276595,0.358974358974359,0.3218390804597701,2.41025641025641,2.160919540229885,0.896551724137931
167948,H. Lloris,Hugo Lloris,35,188,82,https://cdn.sofifa.net/players/167/948/23_60.png,France,87,87,0,1399,478,GK,GK,Tottenham Hotspur,9000000,80000,17100000,GK,2024.0,1.0,2012,False,France,GK,1.0,Left,4,1,1,Medium,Medium,88,83,74,88,61,84,13,10,9,54,15,12,12,10,55,29,61,62,54,84,56,56,74,41,43,14,31,25,9,59,40,59,24,12,18,88,83,74,84,88,34,33,35,35,35,33,42,40,44,40,37,41,37,36,32,36,87,4798.5142857142855,893.3404255319149,2048.1463414634145,1930.4367816091954,0.18617021276595744,0.4268292682926829,0.40229885057471265,2.292682926829268,2.160919540229885,0.9425287356321839
189596,T. Müller,Thomas Müller,32,185,76,https://cdn.sofifa.net/players/189/596/23_60.png,Germany,87,87,0,2140,443,"CAM,CF",CAM,FC Bayern München,63000000,115000,104000000,CAM,2024.0,25.0,2008,False,Germany,CAM,13.0,Right,4,4,3,High,High,69,84,83,80,56,71,85,88,81,85,84,77,81,59,79,84,66,71,72,94,71,78,77,86,66,82,62,58,96,86,70,84,47,57,46,6,7,11,14,14,86,83,84,84,84,83,87,86,85,86,74,74,74,72,66,72,23,5924.875,1024.8432432432433,2494.684210526316,2179.264367816092,0.17297297297297298,0.42105263157894735,0.367816091954023,2.4342105263157894,2.1264367816091956,0.8735632183908046
193080,De Gea,David De Gea Quintana,31,192,76,https://cdn.sofifa.net/players/193/080/23_60.png,Spain,87,87,0,1415,468,GK,GK,Manchester United,42000000,150000,79800000,GK,2023.0,1.0,2011,False,Spain,SUB,1.0,Right,4,3,1,Medium,Medium,88,80,76,89,51,84,17,13,21,48,13,18,21,19,50,34,52,50,63,89,43,57,67,43,55,12,30,30,12,53,29,58,25,21,13,88,80,76,84,89,37,34,36,36,36,34,42,40,44,40,38,42,38,37,36,37,87,6228.387096774193,1005.625,2540.5263157894738,2219.310344827586,0.16145833333333334,0.40789473684210525,0.3563218390804598,2.526315789473684,2.206896551724138,0.8735632183908046
199556,M. Verratti,Marco Verratti,29,165,60,https://cdn.sofifa.net/players/199/556/23_60.png,Italy,87,87,0,2189,444,"CM,CAM",CM,Paris Saint-Germain,77500000,155000,143400000,CM,2024.0,6.0,2012,False,Italy,CM,6.0,Right,3,4,4,Medium,High,60,61,87,91,79,66,82,60,57,90,64,91,85,64,89,92,65,55,90,87,93,60,66,75,53,58,89,85,78,89,64,94,78,82,84,12,12,15,15,10,74,80,79,79,79,80,86,85,87,85,85,87,85,83,80,83,24,6881.241379310345,1209.430303030303,3325.9333333333334,2293.7471264367814,0.17575757575757575,0.48333333333333334,0.3333333333333333,2.75,1.896551724137931,0.6896551724137931
215698,M. Maignan,Mike Maignan,26,191,89,https://cdn.sofifa.net/players/215/698/23_60.png,France,87,90,3,1496,477,GK,GK,AC Milan,80000000,90000,142000000,GK,2026.0,16.0,2021,False,France,SUB,16.0,Right,2,4,1,Medium,Medium,85,82,85,89,51,85,18,15,17,57,16,31,38,16,53,40,50,53,41,85,56,64,74,39,78,20,35,25,15,61,15,66,23,16,19,85,82,85,85,89,40,38,41,41,41,38,46,44,47,44,38,43,38,36,37,36,87,8296.076923076924,1129.3089005235602,2423.5730337078653,2479.287356321839,0.13612565445026178,0.29213483146067415,0.2988505747126437,2.146067415730337,2.1954022988505746,1.0229885057471264
